AP Cora 5001
Software_Version;1.5.4
[SAMPLE]
Sample_Name;Sample4_2
Method;
[PARAMETERS]
Instrument_Type;Cora 5001
Instrument_SN;99119713
Last_SST;2/26/2026 10:44:10 AM
User_Name;labmanager
Measurement_Started;2/26/2026 3:46:36 PM
Measurement_Finished;2/26/2026 3:48:37 PM
Measurement_Saved;2/26/2026 3:48:37 PM
Wavelength;785
Laser_Power;30
Auto_Exposure;False
Exposure_Time;20000
Averaged_Spectra;3
Probe_Type;Regular Probe (785 nm)
Probe_SN;99101107
Dark_Background;True
User_Background_Spectrum;
Spike_Removal;False
Baseline_Correction;False
Smoothing;False
Normalization;None
[SPECTRUM QUALITY]
Quality_Saturation;False
Quality_SBR;NaN
Quality_Temperature;False
[SPECTRUM]
100;4135.67529296875
102;4174.97802734375
104;4206.1767578125
106;4226.98046875
108;4231.4794921875
110;4236.60205078125
112;4225.22900390625
114;4211.6123046875
116;4197.42041015625
118;4185.3349609375
120;4164.52734375
122;4143.029296875
124;4135.22412109375
126;4126.9912109375
128;4107.6640625
130;4102.951171875
132;4093.71240234375
134;4075.25732421875
136;4064.42626953125
138;4058.28393554688
140;4065.4404296875
142;4071.2685546875
144;4073.97045898438
146;4087.67016601563
148;4094.7109375
150;4108.40380859375
152;4129.12548828125
154;4153.19140625
156;4159.43896484375
158;4180.38720703125
160;4191.44873046875
162;4203.7451171875
164;4220.6025390625
166;4232.62744140625
168;4240.109375
170;4243.1689453125
172;4245.24951171875
174;4246.5751953125
176;4238.4375
178;4226.681640625
180;4224.515625
182;4218.47021484375
184;4210.08544921875
186;4208.85888671875
188;4183.72705078125
190;4169.3759765625
192;4161.6455078125
194;4149.52392578125
196;4138.27880859375
198;4123.28662109375
200;4108.8662109375
202;4103.2275390625
204;4119.91357421875
206;4112.27734375
208;4110.59521484375
210;4127.82958984375
212;4123.59228515625
214;4115.9931640625
216;4105.71826171875
218;4106.27978515625
220;4107.9638671875
222;4098.58447265625
224;4103.23193359375
226;4106.24755859375
228;4104.95263671875
230;4099.4462890625
232;4098.30126953125
234;4090.78271484375
236;4095.29467773438
238;4105.89990234375
240;4107.04345703125
242;4105.52197265625
244;4108.79150390625
246;4108.7392578125
248;4111.0146484375
250;4104.9892578125
252;4112.53173828125
254;4118.71875
256;4123.9140625
258;4137.55126953125
260;4135.337890625
262;4137.240234375
264;4132.30224609375
266;4130.44189453125
268;4131.673828125
270;4128.71630859375
272;4128.31689453125
274;4121.40478515625
276;4118.42236328125
278;4120.68115234375
280;4131.142578125
282;4141.63916015625
284;4137.4013671875
286;4137.806640625
288;4130.93798828125
290;4123.716796875
292;4124.54541015625
294;4119.15380859375
296;4115.4990234375
298;4119.1328125
300;4120.04541015625
302;4123.052734375
304;4111.89599609375
306;4121.923828125
308;4121.8759765625
310;4126.1572265625
312;4119.05322265625
314;4105.7529296875
316;4095.10888671875
318;4096.27783203125
320;4088.70190429688
322;4098.2216796875
324;4100.4052734375
326;4102.10595703125
328;4102.29296875
330;4092.5595703125
332;4088.41821289063
334;4089.05688476563
336;4082.19311523438
